Ad_index,Moderator_ID
417,5296593.0
418,1719659311157249.0
419,1769918920119298.0
420,1251392.0
421,1761689696230402.0
422,1769302206223394.0
423,1708417566496770.0
424,7677885.0
425,1769227294348322.0
428,1752697349807106.0
429,1878278.0
430,1729975228311554.0
431,1695535225123841.0
432,6152007.0
433,8660271.0
434,1912879.0
435,1708440532375554.0
436,1767935702692865.0
437,5356869.0
438,1691845936062466.0
439,1752804614390833.0
440,1719659311157249.0
441,6738735.0
442,1704596569660417.0
443,1694582808607746.0
444,1728803946082306.0
445,1764236250853426.0
446,1724470390768641.0
447,1730407751343106.0
448,1694041901312002.0
449,1753012934144001.0
450,1698909271368705.0
451,6253687.0
452,1743733252059138.0
454,7271170.0
455,8997707.0
456,1714700309532674.0
457,1752804614390817.0
458,1739404231546882.0
459,1852276.0
464,8051836.0
467,1736806401258498.0
469,1686232012600322.0
470,1772483946030082.0
471,6585903.0
472,1721716519456770.0
473,1686669003006977.0
474,1714594710759425.0
475,1771418356314129.0
476,1772381082377233.0
477,1746471679125505.0
478,1735138527102977.0
479,1730417208825858.0
480,1695038938773505.0
481,9162935.0
482,2807893.0
483,1732439728831489.0
484,1747021185229826.0
485,1908685.0
486,1730409705792513.0
487,1760317489090561.0
488,1721013868565506.0
489,1767935702692865.0
490,1684211805072385.0
491,5869200.0
492,7202717.0
493,1704414376583169.0
494,1695027942470657.0
495,1768147951861793.0
496,1763709640109090.0
497,1701554233992194.0
498,1768119758272514.0
499,2500551.0
500,1724376454408193.0
501,1958955.0
502,1724470390768641.0
503,1768119758272514.0
504,1718383512094722.0
505,7389679.0
506,1736488544904194.0
507,1718358.0
509,1709515822030849.0
510,1770215386063954.0
511,1695027604731906.0
512,1719108856889346.0
513,8905332.0
514,1743215735743490.0
515,1768509295170561.0
516,1717766044988418.0
517,1746466901267473.0
518,1707485343250433.0
519,1690120188411906.0
520,1707706649725953.0
521,1912879.0
522,6775555.0
523,1768203847936033.0
525,1710346242337793.0
526,9657819.0
527,1915657.0
528,1729874440249346.0
529,8920962.0
530,1852276.0
531,1736753775507458.0
532,6585903.0
533,1770378596425745.0
534,6518615.0
535,7697006.0
536,1677146358517761.0
538,1672986668009478.0
539,8905332.0
540,1725363568499714.0
542,1710344460649474.0
543,1680306084527105.0
544,1295012.0
545,1773649308319745.0
546,1732438000449538.0
547,1755154458300449.0
548,7963939.0
549,5090932.0
550,7752505.0
551,1721118889344001.0
552,1773554981556242.0
553,2807893.0
554,1695027604731906.0
555,1512827.0
558,1709538829889538.0
559,7977305.0
560,1686669003006977.0
561,1512827.0
562,1694644355452929.0
565,2712226.0
566,2696598.0
567,1694643307688962.0
568,6561333.0
569,1771649360667698.0
570,2062837.0
571,1734245031704577.0
574,1769935154352129.0
575,5229352.0
576,1734414427011073.0
578,3139893.0
579,1736487431998466.0
581,1750192107946001.0
646,1711502694841346.0
647,2289168.0
699,6301137.0
701,7977305.0
702,1672987155331077.0
703,9879733.0
705,1912879.0
819,1762598247044114.0
850,6637200.0
857,1714297345849346.0
858,1703821567576065.0
859,6677133.0
860,1752275425169409.0
861,6525737.0
862,1736960305758209.0
863,1710303068652546.0
864,1711506485296130.0
865,1715412305289217.0
866,1759306276576305.0
867,1695273683331074.0
868,1742577894443009.0
869,1852276.0
870,1693546002994177.0
871,1710303068652546.0
872,1693570916755458.0
873,3383592.0
874,1772371860026370.0
875,1695191272186881.0
876,2097663.0
877,1699450316471298.0
878,2980780.0
880,1684394145691650.0
881,2387610.0
883,5398752.0
884,1295012.0
885,1730406173728769.0
886,1711506485296130.0
887,7767295.0
888,1771651753127937.0
889,1710344460649474.0
890,9273719.0
892,5819951.0
893,1972062.0
897,1729239939698689.0
898,1693539332832322.0
899,1714699813677058.0
900,1695768862433282.0
903,1772265394873378.0
904,1173832.0
905,1689841489642498.0
906,6080830.0
907,2287729.0
908,3172398.0
909,9627209.0
910,9659971.0
911,9032738.0
912,1773654622274577.0
913,1743215722225665.0
914,5583099.0
915,1719108856889346.0
916,1754816678742065.0
917,1768119758272514.0
918,8905119.0
919,1726904276471809.0
920,1739404231546882.0
921,1703396498337794.0
922,1730409705792513.0
923,1719094834709505.0
924,6992269.0
925,1704596569660417.0
926,9752939.0
927,5618519.0
928,1735485343950850.0
929,8881701.0
930,1694647624630274.0
931,1733128229522434.0
932,1301929.0
933,1739658380282881.0
934,1761689696230402.0
935,1695036841030657.0
937,1732494092090369.0
938,1590898.0
939,1749693025818658.0
940,1077236.0
941,1717314112993281.0
942,1718358.0
943,2776508.0
946,1732427839230978.0
947,8585325.0
948,1727248549938177.0
949,3139936.0
951,1714333566444546.0
952,1714345843065857.0
953,8622880.0
954,6685517.0
955,1077236.0
956,1667575616633862.0
957,1696369097856001.0
958,1765413546049553.0
961,1730409705792513.0
964,1704414376583169.0
965,1686669704112129.0
966,1729801759373313.0
967,8895709.0
968,1672279992480774.0
969,6217365.0
970,1764223632918545.0
971,1673359260380165.0
972,5181181.0
973,3932913.0
975,1729801759373313.0
976,1734911759996929.0
977,1912879.0
978,1719108856889346.0
979,1724470390768641.0
980,1686044721343489.0
981,3376191.0
982,1726119572275202.0
983,1762779837863938.0
984,1728803985053697.0
986,1722190997808130.0
987,5357953.0
988,1671849238077446.0
989,2229067.0
990,1960716.0
991,6261963.0
992,1721013871652866.0
994,1768211443916817.0
995,1730409705792513.0
996,1694644355452929.0
997,6992269.0
998,1752720507121697.0
1000,1703462395747329.0
1001,7086019.0
1002,1735754088302593.0
1003,7086019.0
1004,1746474759433249.0
1005,1741913158257666.0
1006,1773654622274577.0
1007,7271170.0
1008,6082237.0
1009,1718408190642178.0
1010,1742577894443009.0
1011,1747655395696658.0
1012,6992269.0
1013,1735138375955458.0
1014,1686761582885889.0
1015,1737385931936769.0
1016,1716134646375425.0
1017,5916755.0
1018,1710346282427393.0
1019,1725363401825281.0
1020,1771766145225730.0
1021,7781910.0
1022,1695601582119937.0
1023,9627209.0
1024,1749551102733346.0
1025,1755541489127426.0
1026,1770122728378385.0
1027,2229067.0
1028,1770122030869554.0
1029,1727248549938177.0
1030,1713507411937282.0
1031,1695065942222849.0
1032,9537123.0
1033,1686669003006977.0
1034,1725363401825281.0
1035,1671869410894854.0
1036,1690681203885058.0
1037,3502216.0
1038,2713299.0
1039,1714352438792193.0
1040,1691911847674882.0
1041,1999691.0
1042,1710756639046657.0
1043,1750192107946001.0
1044,1715243011305474.0
1045,1768474128071697.0
1046,1729882976480257.0
1047,1680306084527105.0
1048,9082283.0
1049,8299766.0
1050,1732422617628673.0
1051,1716146333169665.0
1052,1738792.0
1053,1732493811827713.0
1054,1768211443916817.0
1055,8320536.0
1056,1773654622274577.0
1057,1680306084527105.0
1058,1695612806451201.0
1059,1710344460649474.0
1060,1708990849970178.0
1061,2807893.0
1063,1689841489642498.0
1064,1734911759996929.0
1070,1769918920119298.0
1071,9879733.0
1072,1695025787506689.0
1073,1707136234999809.0
1074,1746897955103761.0
1075,1686669022776321.0
1076,1672120680486917.0
1077,1731137486777346.0
1078,1759170867953714.0
1079,1693551885233154.0
1080,7232525.0
1081,1770378596425745.0
1082,2658129.0
1083,1768214539706386.0
1090,6052909.0
1091,1695042394858498.0
1092,7989612.0
1093,1711506485296130.0
1097,7086019.0
1098,1695065942222849.0
1099,1729881220899841.0
1100,1734245031704577.0
1101,7857161.0
1102,1757803306771458.0
1103,1729801759373313.0
1104,3932913.0
1105,1722268364673026.0
1106,1520799.0
1107,9256168.0
1108,1703821567576065.0
1110,9537123.0
1111,3835818.0
1120,6033896.0
1123,7568002.0
1124,6992269.0
1125,1723453161441282.0
1126,8320536.0
1127,8003837.0
1128,2138727.0
1129,1712656329125890.0
1130,1735486913351682.0
1131,1762779837863938.0
1132,6833208.0
1133,1752804614390833.0
1134,1771651753127937.0
1135,1695065942222849.0
1136,1719108856889346.0
1137,1672108412836869.0
1138,1688580837563393.0
1139,1695037018246146.0
1140,1759170867953714.0
1141,1672279992480774.0
1142,3019589.0
1143,2726180.0
1144,1773654622274577.0
1145,1717904650320898.0
1146,1912879.0
1147,1736956246305793.0
1148,5827188.0
1149,3019589.0
1150,1732427839230978.0
1151,2387610.0
1152,1770122030869554.0
1153,1710346242337793.0
1154,1671869410894854.0
1156,1857863.0
1157,1695079848044545.0
1158,1762880220789809.0
1159,6715607.0
1160,3602129.0
1161,1738792.0
1165,1672026730048518.0
1166,1686664926599170.0
1167,3872185.0
1168,2097663.0
1169,6217365.0
1170,1695769002769410.0
1171,1767396942046210.0
1172,1766581327986690.0
1173,1721013868565506.0
1174,9211081.0
1175,1710178216772609.0
1176,1753012934144033.0
1177,6192927.0
1178,2779680.0
1179,1774283521390594.0
1180,1695612806451201.0
1181,9082283.0
1182,5858713.0
1183,5858713.0
1184,1773649308319745.0
1185,1729270880862209.0
1186,2726180.0
1187,1721716519456770.0
1188,1700711909345282.0
1189,8920962.0
1190,1739401463816194.0
1191,1912879.0
1192,1301929.0
1193,1724470451737666.0
1194,1721099845323777.0
1195,1741913197768705.0
1196,3383592.0
1197,1693811074963458.0
1198,1671869410894854.0
1199,1694584031755266.0
1200,8750521.0
1201,1709538829889538.0
1202,1767219614304257.0
1203,1724426811354114.0
1211,1770378596425745.0
1213,1739401252016130.0
1215,1735138344199169.0
1216,1671850728988677.0
1217,1771833218364418.0
1218,1770378596425745.0
1219,1501968.0
1220,1694560071360513.0
1221,6525737.0
1222,1746474509119521.0
1223,9075900.0
1224,7986097.0
1225,1700712799127554.0
1226,1740298905711617.0
1227,1768474128071713.0
1229,1251392.0
1230,1695769015370753.0
1231,1735589382242306.0
1233,7851571.0
1235,1752626937237505.0
1236,5538770.0
1237,1520799.0
1238,1268890.0
1239,1774283521390594.0
1256,7767295.0
1257,9075895.0
1258,1773821208648705.0
1259,7210610.0
1260,1753333041068065.0
1261,9082283.0
1262,2677538.0
1263,1695027942470657.0
1264,8959015.0
1265,7232525.0
1266,1764775761397761.0
1267,1688583780713474.0
1268,6587921.0
1269,1752804614390817.0
1270,1740298905711617.0
1271,1755797122182146.0
1272,3001689.0
1273,1999691.0
1274,1768214539706402.0
1275,1912879.0
1276,1726915781909505.0
1277,6970675.0
1278,1713957111455745.0
1279,1703396559410178.0
1280,1721013868565506.0
1281,1695273683331074.0
1282,1693570916755458.0
1283,9879733.0
1284,1707312780691458.0
1285,1717873004098561.0
1286,1691841896401922.0
1287,1727251400013825.0
1288,2281096.0
1289,1717904650320898.0
1290,1768119758272514.0
1291,1398796.0
1292,1738218399766529.0
1293,1752720374571010.0
1294,1520799.0
1300,1716223451261954.0
1301,1724426811354114.0
1302,6813656.0
1303,1741849955502082.0
1304,5338213.0
1305,6813656.0
1306,6729353.0
1307,1759170867953714.0
1308,7960156.0
1309,7363167.0
1310,1731051715822594.0
1311,9656110.0
1312,6230873.0
1313,3950155.0
1314,2281096.0
1315,2097663.0
1316,1771766145225762.0
1317,3116616.0
1318,6227566.0
1319,1772379228620801.0
1320,1708417566496770.0
1321,6353600.0
1322,1691852985713666.0
1323,3019589.0
1324,1672120680486917.0
1325,1738295845374977.0
1326,1520799.0
1327,1671869410894854.0
1328,1736488213441537.0
1329,9765857.0
1330,1752090733056018.0
1331,1686665037198402.0
1332,9317729.0
1337,1749551102733346.0
1338,2191032.0
1340,1737390105893889.0
1341,1743733252058114.0
1342,3872185.0
1343,1707706610145282.0
1345,1765413546049569.0
1346,1769388556471314.0
1347,6825716.0
1348,1671869410894854.0
1349,1717314112993281.0
1350,1733128229522434.0
1351,1709538761183233.0
1352,1739401252016130.0
1353,3725295.0
1355,5536819.0
1356,6080830.0
1357,3318739.0
1358,7555755.0
1359,1724470451737666.0
1360,1774282580703234.0
1361,1714878888865794.0
1362,1695030771672066.0
1363,1736753775507458.0
1364,1559239.0
1365,1740557161877506.0
1367,1770378596425745.0
1368,1715242884561922.0
1369,6552319.0
1370,1747021185229826.0
1371,1735501938296834.0
1372,2287729.0
1373,1757052904711169.0
1375,1746474353707041.0
1376,1724185616760833.0
1377,1958955.0
1378,6953937.0
1379,2713299.0
1380,8886189.0
1381,8636306.0
1382,1751009383755810.0
1384,1721013824397314.0
1385,6152007.0
1386,1672986639510534.0
1387,3857259.0
1388,1686754849566721.0
1389,1671854872651782.0
1390,1736353489446913.0
1393,1750192205585409.0
1408,3022196.0
1409,1193822.0
1410,5968689.0
1412,2658971.0
1413,6833208.0
1414,1912879.0
1415,1695030771672066.0
1417,9629372.0
1418,1235883.0
1419,1721716519456770.0
1425,9082283.0
1426,8710617.0
1427,6518615.0
1428,9265717.0
1429,9152229.0
1430,1752737541815297.0
1431,1771651753127937.0
1434,1773554981556242.0
1435,1695745664654337.0
1436,1739658380282881.0
1437,3581159.0
1438,5160681.0
1439,6738735.0
1440,1770122728379393.0
1441,1889921.0
1442,8250939.0
1443,9031531.0
1444,6953937.0
1445,1710303142350850.0
1446,1771651753127937.0
1448,1676631455688709.0
1458,1771418356314129.0
1459,6637200.0
1460,8035393.0
1461,1003316.0
1462,1764043372560418.0
1463,6353600.0
1464,9957396.0
1465,5769891.0
1467,1757803306771474.0
1468,1704596569660417.0
1469,2619362.0
1470,1774283521390594.0
1471,1721121602885634.0
1472,1714701418056706.0
1473,3001689.0
1474,1694610948369410.0
1475,1746579210216466.0
1476,1762598247044114.0
1478,1695648893714433.0
1483,3139893.0
1484,5073882.0
1485,1764043372560418.0
1486,7767295.0
1487,6853731.0
1488,5099162.0
1489,1763709640109090.0
1490,1708417566496770.0
1491,1714345843065857.0
1492,1658495710301189.0
1493,1695065942222849.0
1494,5810618.0
1495,1707735171866626.0
1496,1741279140672513.0
1497,5207032.0
1498,1721716519456770.0
1499,1173832.0
1500,1722268364673026.0
1501,1738425578529794.0
1502,2502751.0
1503,5608898.0
1504,1727558445604865.0
1505,7161885.0
1506,8895709.0
1507,1695548425347074.0
1508,1736353461364738.0
1509,1731137486777346.0
1510,9659971.0
1511,1770122030869554.0
1512,1773821208648705.0
1513,1737385931936769.0
1514,5175832.0
1515,1755541489127442.0
1516,1695079848044545.0
1517,1764761367947266.0
1518,2281096.0
1520,1771833218364418.0
1521,1739929854796801.0
1522,1716134837023746.0
1523,3602129.0
1524,5570755.0
1525,1771766145225762.0
1526,1722268364673026.0
1528,1743522632016930.0
1529,1770209088552993.0
1530,2980780.0
1531,1736770021242882.0
1532,1767847119851538.0
1533,2729373.0
1534,1702727788573698.0
1535,1729239939698689.0
1536,5506285.0
1537,6507895.0
1538,1721671945959426.0
1539,2708956.0
1540,1705885139658754.0
1541,1772381082377233.0
1542,1695030771672066.0
1543,1714754321751042.0
1544,1715243011305474.0
1545,1732427839230978.0
1546,1762949452156946.0
1547,6331886.0
1548,2855138.0
1549,1686665037198402.0
1550,3823019.0
1552,1740298905711617.0
1553,9659971.0
1554,1962720.0
1556,5583099.0
1557,1731051715822594.0
1558,1707001515026434.0
1559,3583235.0
1560,1736487767198722.0
1561,1768474128071713.0
1562,2963527.0
1563,1673359233746949.0
1564,6833208.0
1565,1295012.0
1566,1739288550742017.0
1567,3823019.0
1568,8716810.0
1569,5506285.0
1571,6738735.0
1572,1736353481347074.0
1573,1714819600846850.0
1574,1694797801980930.0
1575,1501968.0
1576,6518615.0
1577,1719121617233921.0
1578,1700712799127554.0
1579,6331886.0
1580,7963939.0
1581,1691911668822018.0
1582,1767847119851538.0
1589,6992269.0
1590,1770119534193714.0
1591,1692119757018113.0
1592,9915195.0
1593,1731144009953282.0
1594,1759306276576305.0
1596,2269073.0
1597,1695037018246146.0
1598,1693637244412929.0
1599,6217365.0
1601,1658495634612229.0
1603,1726035034103809.0
1604,1769935154352129.0
1605,1721716519456770.0
1606,2387610.0
1607,1772483949089793.0
1608,1686044721343489.0
1609,3139893.0
1611,1701554233992194.0
1612,8250939.0
1613,1737390105893889.0
1614,1553682.0
1615,1667575616633862.0
1616,1704596569660417.0
1617,1716603082926081.0
1618,5831795.0
1619,5916755.0
1620,1762880220789809.0
1622,2387610.0
1624,1737385910931458.0
1625,3250923.0
1626,1739401463816194.0
1627,1695079848044545.0
1631,1762779837863938.0
1632,5026590.0
1633,1772381082377217.0
1634,9160222.0
1635,6685517.0
1636,1732439728831489.0
1637,1693810073212929.0
1638,5869200.0
1639,1712656329125890.0
1640,1774282580703234.0
1641,1704427801485313.0
1642,1755154458300433.0
1643,9915195.0
1644,9256168.0
1645,1736353473938434.0
1646,1695095671197697.0
1647,7066752.0
1648,1695577889971202.0
1649,1704427801485313.0
1650,1694644355452929.0
1651,1672986827202566.0
1652,6518615.0
1653,7078113.0
1654,1691845936062466.0
1655,6992269.0
1656,9329070.0
1658,1755541489127426.0
1660,1673348779685894.0
1661,2708956.0
1662,3753607.0
1663,5628560.0
1664,1695831473041410.0
1665,1711506485296130.0
1666,2019221.0
1667,1671850728988677.0
1669,1695027942470657.0
1670,1709538761183233.0
1671,1746897955103761.0
1672,1770099191136306.0
1673,1752791904934914.0
1674,1743215722225665.0
1675,7676958.0
1676,8003837.0
1677,9627209.0
1678,1659157348547589.0
1680,1735485286311938.0
1681,1735138441321473.0
1682,6992269.0
1683,1730407751343106.0
1684,8997707.0
1685,1742577894443009.0
1686,9879733.0
1687,1695038938773505.0
1688,1743522632016930.0
1689,1195713.0
1690,1684394145691650.0
1711,3753607.0
1712,1099005.0
1713,1739401620745217.0
1714,1773649308319761.0
1715,1695095671197697.0
1716,2097663.0
1717,6353600.0
1718,1721118889344001.0
1719,1735590506937346.0
1720,1743522632016930.0
1721,1729270880862209.0
1722,1762949452155954.0
1723,9377976.0
1724,1710344460649474.0
1725,9657251.0
1726,1730406207574018.0
1727,1728888969578497.0
1728,1735599208242177.0
1729,1763709640109090.0
1790,1759961674413106.0
1791,1748619681801218.0
1792,1694583472313345.0
1793,2392803.0
1794,1669223.0
1795,8750521.0
1796,8239853.0
1797,1749551102733346.0
1798,1752804614390817.0
1799,1526068.0
1800,7889705.0
1801,1673348779685894.0
1803,5518672.0
1804,1746474353707041.0
1805,5229352.0
1806,6715607.0
1807,1739288436103169.0
1809,1722268364673026.0
1810,1739658380282881.0
1811,1708440532375554.0
1812,6085577.0
1813,1671655809916934.0
1814,1736956246305793.0
1815,1673359233746949.0
1816,1764761367947282.0
1817,6152007.0
1818,3376191.0
1819,1688580837563393.0
1820,2712226.0
1821,1709538693282817.0
1822,1714878888865794.0
1825,1912879.0
1826,1695648893714433.0
1827,6507895.0
1828,1710303068652546.0
1829,6307635.0
1830,1912879.0
1831,1711506485296130.0
1832,1769227294348322.0
1833,9537123.0
1834,1770378596425745.0
1837,1705233310094338.0
1838,1740028774112258.0
1839,1694281660376066.0
1840,3583235.0
1841,1739401359705089.0
1843,1759170867953714.0
1844,1742577894443009.0
1845,8391567.0
1846,1735589382242306.0
1847,2677538.0
1848,1686665037198402.0
1849,1684394145691650.0
1850,1724470463815682.0
1851,1682406401556481.0
1852,1700712799127554.0
1853,1685047356014593.0
1854,1295012.0
1855,5819951.0
1856,1590898.0
1857,3657851.0
1858,1686044721343489.0
1859,1759883889722386.0
1860,1694647715227650.0
1861,1773821208648705.0
1862,1694797801980930.0
1863,1755261176398946.0
1864,1748544247125010.0
1865,1695036841030657.0
1866,9211081.0
1867,3857259.0
1868,9657819.0
1869,5290153.0
1870,1726740282128385.0
1871,7207797.0
1872,1695036672095234.0
1873,1912879.0
1874,1689833788033026.0
1875,1737386027356162.0
1876,1725713402974209.0
1877,1695037018246146.0
1878,1770215386063954.0
1879,1752626937237505.0
1880,1722169427595266.0
1881,1717232583006210.0
1882,1694572439183362.0
1883,2135121.0
1884,1762949452156946.0
1885,1771651748366337.0
1886,1693854687232002.0
1887,6728796.0
1888,1713476001087489.0
1889,1130028.0
1890,5086808.0
1891,8970380.0
